prefix,saved_at_utc,rows_spot,rows_futures,rows_merged,start_utc,end_utc,interval
baseline_btcusdt_xbtusdtm_1day_20250930_20260330,2026-03-30T17:32:34.523557+00:00,181,182,181,2025-09-30 00:00:00+00:00,2026-03-29 00:00:00+00:00,1day
